Transmission,Year,Kms_Driven,Seller_Type,Present_Price,Owner,Selling_Price,Fuel_Type,source_dataset,Car_Age,Average_KM_Per_Year,Vehicle_Age_Group,First_Owner_Flag
Manual,2013,45000,Dealer,18.61,0,7.05,Petrol,car_prediction_data,13,3461.5384615384614,12+ yrs,1
Manual,2010,50024,Dealer,20.45,0,9.65,Diesel,car_prediction_data,16,3126.5,12+ yrs,1
Manual,2016,3000,Individual,1.9,0,1.75,Petrol,car_prediction_data,10,300.0,8-12 yrs,1
Manual,2017,1400,Individual,1.82,0,1.7,Petrol,car_prediction_data,9,155.55555555555554,8-12 yrs,1
Manual,2017,4000,Individual,1.78,0,1.65,Petrol,car_prediction_data,9,444.44444444444446,8-12 yrs,1
Manual,2017,1200,Individual,1.6,0,1.45,Petrol,car_prediction_data,9,133.33333333333334,8-12 yrs,1
Manual,2017,4100,Individual,1.47,0,1.35,Petrol,car_prediction_data,9,455.55555555555554,8-12 yrs,1
Manual,2015,21700,Individual,2.37,0,1.35,Petrol,car_prediction_data,11,1972.7272727272727,8-12 yrs,1
Manual,2014,16500,Individual,3.45,1,1.35,Petrol,car_prediction_data,12,1375.0,8-12 yrs,0
Manual,2013,15000,Individual,1.5,0,1.25,Petrol,car_prediction_data,13,1153.8461538461538,12+ yrs,1
Manual,2016,18000,Individual,1.5,0,1.2,Petrol,car_prediction_data,10,1800.0,8-12 yrs,1
Manual,2017,11000,Individual,1.47,0,1.2,Petrol,car_prediction_data,9,1222.2222222222222,8-12 yrs,1
Manual,2016,6000,Individual,1.78,0,1.2,Petrol,car_prediction_data,10,600.0,8-12 yrs,1
Manual,2016,8700,Individual,1.5,0,1.15,Petrol,car_prediction_data,10,870.0,8-12 yrs,1
Manual,2014,7000,Individual,2.4,0,1.15,Petrol,car_prediction_data,12,583.3333333333334,8-12 yrs,1
Manual,2016,35000,Individual,1.4,0,1.15,Petrol,car_prediction_data,10,3500.0,8-12 yrs,1
Manual,2015,17000,Individual,1.47,0,1.15,Petrol,car_prediction_data,11,1545.4545454545455,8-12 yrs,1
Manual,2015,17500,Individual,1.47,0,1.11,Petrol,car_prediction_data,11,1590.909090909091,8-12 yrs,1
Manual,2013,33000,Individual,1.47,0,1.1,Petrol,car_prediction_data,13,2538.4615384615386,12+ yrs,1
Manual,2015,14000,Individual,1.9,0,1.1,Petrol,car_prediction_data,11,1272.7272727272727,8-12 yrs,1
Manual,2015,26000,Individual,1.47,0,1.1,Petrol,car_prediction_data,11,2363.6363636363635,8-12 yrs,1
Manual,2013,5400,Individual,1.9,0,1.05,Petrol,car_prediction_data,13,415.38461538461536,12+ yrs,1
Manual,2016,5700,Individual,1.26,0,1.05,Petrol,car_prediction_data,10,570.0,8-12 yrs,1
Manual,2011,6900,Individual,1.5,0,1.05,Petrol,car_prediction_data,15,460.0,12+ yrs,1
Manual,2016,6000,Individual,1.17,0,1.05,Petrol,car_prediction_data,10,600.0,8-12 yrs,1
Manual,2013,46500,Individual,1.47,0,1.0,Petrol,car_prediction_data,13,3576.923076923077,12+ yrs,1
Manual,2012,11500,Individual,1.75,0,0.95,Petrol,car_prediction_data,14,821.4285714285714,12+ yrs,1
Manual,2009,40000,Individual,1.75,0,0.9,Petrol,car_prediction_data,17,2352.9411764705883,12+ yrs,1
Manual,2017,1300,Individual,0.95,0,0.9,Petrol,car_prediction_data,9,144.44444444444446,8-12 yrs,1
Manual,2016,7000,Individual,0.8,0,0.75,Petrol,car_prediction_data,10,700.0,8-12 yrs,1
Manual,2017,3000,Individual,0.87,0,0.8,Petrol,car_prediction_data,9,333.3333333333333,8-12 yrs,1
Manual,2017,5000,Individual,0.84,0,0.78,Petrol,car_prediction_data,9,555.5555555555555,8-12 yrs,1
Manual,2017,11000,Individual,0.87,0,0.75,Petrol,car_prediction_data,9,1222.2222222222222,8-12 yrs,1
Manual,2015,18000,Individual,0.82,0,0.75,Petrol,car_prediction_data,11,1636.3636363636363,8-12 yrs,1
Manual,2017,3500,Individual,0.95,0,0.75,Petrol,car_prediction_data,9,388.8888888888889,8-12 yrs,1
Manual,2016,500,Individual,0.95,0,0.72,Petrol,car_prediction_data,10,50.0,8-12 yrs,1
Manual,2017,11800,Individual,0.81,0,0.65,Petrol,car_prediction_data,9,1311.111111111111,8-12 yrs,1
Manual,2015,5000,Individual,0.74,0,0.65,Petrol,car_prediction_data,11,454.54545454545456,8-12 yrs,1
Manual,2014,23500,Individual,1.2,0,0.65,Petrol,car_prediction_data,12,1958.3333333333333,8-12 yrs,1
Manual,2013,16000,Individual,0.787,0,0.65,Petrol,car_prediction_data,13,1230.7692307692307,12+ yrs,1
Manual,2016,15000,Individual,0.87,0,0.6,Petrol,car_prediction_data,10,1500.0,8-12 yrs,1
Manual,2015,16600,Individual,0.95,0,0.6,Petrol,car_prediction_data,11,1509.090909090909,8-12 yrs,1
Manual,2013,32000,Individual,1.2,0,0.6,Petrol,car_prediction_data,13,2461.5384615384614,12+ yrs,1
Manual,2016,20000,Individual,0.8,0,0.6,Petrol,car_prediction_data,10,2000.0,8-12 yrs,1
Manual,2015,29000,Individual,0.84,0,0.6,Petrol,car_prediction_data,11,2636.3636363636365,8-12 yrs,1
Manual,2016,25000,Individual,0.84,0,0.6,Petrol,car_prediction_data,10,2500.0,8-12 yrs,1
Manual,2014,25000,Individual,0.99,0,0.6,Petrol,car_prediction_data,12,2083.3333333333335,8-12 yrs,1
Manual,2012,19000,Individual,0.81,0,0.6,Petrol,car_prediction_data,14,1357.142857142857,12+ yrs,1
Manual,2014,15000,Individual,0.787,0,0.55,Petrol,car_prediction_data,12,1250.0,8-12 yrs,1
Manual,2015,58000,Individual,0.84,0,0.55,Petrol,car_prediction_data,11,5272.727272727273,8-12 yrs,1
Manual,2010,45000,Individual,0.94,0,0.52,Petrol,car_prediction_data,16,2812.5,12+ yrs,1
Manual,2016,24000,Individual,0.94,0,0.51,Petrol,car_prediction_data,10,2400.0,8-12 yrs,1
Manual,2011,6000,Individual,0.826,0,0.5,Petrol,car_prediction_data,15,400.0,12+ yrs,1
Manual,2016,31000,Individual,0.55,0,0.5,Petrol,car_prediction_data,10,3100.0,8-12 yrs,1
Manual,2012,13000,Individual,0.99,0,0.5,Petrol,car_prediction_data,14,928.5714285714286,12+ yrs,1
Manual,2013,45000,Individual,0.99,0,0.5,Petrol,car_prediction_data,13,3461.5384615384614,12+ yrs,1
Manual,2014,8000,Individual,0.88,0,0.5,Petrol,car_prediction_data,12,666.6666666666666,8-12 yrs,1
Automatic,2017,4300,Individual,0.51,0,0.48,Petrol,car_prediction_data,9,477.77777777777777,8-12 yrs,1
Manual,2017,15000,Individual,0.52,0,0.48,Petrol,car_prediction_data,9,1666.6666666666667,8-12 yrs,1
Manual,2015,23000,Individual,0.84,0,0.48,Petrol,car_prediction_data,11,2090.909090909091,8-12 yrs,1
Manual,2017,8600,Individual,0.54,0,0.48,Petrol,car_prediction_data,9,955.5555555555555,8-12 yrs,1
Automatic,2017,4000,Individual,0.51,0,0.45,Petrol,car_prediction_data,9,444.44444444444446,8-12 yrs,1
Manual,2011,24000,Individual,0.95,0,0.45,Petrol,car_prediction_data,15,1600.0,12+ yrs,1
Manual,2014,23000,Individual,0.826,0,0.45,Petrol,car_prediction_data,12,1916.6666666666667,8-12 yrs,1
Manual,2012,14500,Individual,0.99,0,0.45,Petrol,car_prediction_data,14,1035.7142857142858,12+ yrs,1
Manual,2010,27000,Individual,0.95,0,0.45,Petrol,car_prediction_data,16,1687.5,12+ yrs,1
Manual,2016,14000,Individual,0.54,0,0.45,Petrol,car_prediction_data,10,1400.0,8-12 yrs,1
Automatic,2016,500,Individual,0.54,0,0.45,Petrol,car_prediction_data,10,50.0,8-12 yrs,1
Manual,2016,1000,Individual,0.55,0,0.45,Petrol,car_prediction_data,10,100.0,8-12 yrs,1
Manual,2014,42000,Individual,0.81,0,0.42,Petrol,car_prediction_data,12,3500.0,8-12 yrs,1
Manual,2013,12000,Individual,0.73,0,0.42,Petrol,car_prediction_data,13,923.0769230769231,12+ yrs,1
Manual,2015,14000,Individual,0.54,0,0.4,Petrol,car_prediction_data,11,1272.7272727272727,8-12 yrs,1
Manual,2012,5500,Individual,0.83,0,0.4,Petrol,car_prediction_data,14,392.85714285714283,12+ yrs,1
Manual,2015,6700,Individual,0.55,0,0.4,Petrol,car_prediction_data,11,609.0909090909091,8-12 yrs,1
Manual,2014,13700,Individual,0.64,0,0.4,Petrol,car_prediction_data,12,1141.6666666666667,8-12 yrs,1
Automatic,2017,1300,Individual,0.51,0,0.4,Petrol,car_prediction_data,9,144.44444444444446,8-12 yrs,1
Manual,2015,38600,Individual,0.72,0,0.38,Petrol,car_prediction_data,11,3509.090909090909,8-12 yrs,1
Manual,2011,75000,Individual,0.787,0,0.38,Petrol,car_prediction_data,15,5000.0,12+ yrs,1
Manual,2011,30000,Individual,1.05,0,0.35,Petrol,car_prediction_data,15,2000.0,12+ yrs,1
Automatic,2016,24000,Individual,0.57,0,0.35,Petrol,car_prediction_data,10,2400.0,8-12 yrs,1
Automatic,2014,19000,Individual,0.52,0,0.35,Petrol,car_prediction_data,12,1583.3333333333333,8-12 yrs,1
Manual,2010,213000,Individual,1.05,0,0.31,Petrol,car_prediction_data,16,13312.5,12+ yrs,1
Manual,2012,60000,Individual,0.51,0,0.3,Petrol,car_prediction_data,14,4285.714285714285,12+ yrs,1
Manual,2016,50000,Individual,0.48,0,0.3,Petrol,car_prediction_data,10,5000.0,8-12 yrs,1
Manual,2013,30000,Individual,0.58,0,0.3,Petrol,car_prediction_data,13,2307.6923076923076,12+ yrs,1
Manual,2013,21000,Individual,0.47,0,0.27,Petrol,car_prediction_data,13,1615.3846153846155,12+ yrs,1
Manual,2008,26000,Individual,0.75,1,0.25,Petrol,car_prediction_data,18,1444.4444444444443,12+ yrs,0
Automatic,2008,1900,Individual,0.58,0,0.25,Petrol,car_prediction_data,18,105.55555555555556,12+ yrs,1
Automatic,2010,22000,Individual,0.52,0,0.25,Petrol,car_prediction_data,16,1375.0,12+ yrs,1
Manual,2013,32000,Individual,0.51,0,0.25,Petrol,car_prediction_data,13,2461.5384615384614,12+ yrs,1
Manual,2013,18000,Individual,0.57,0,0.25,Petrol,car_prediction_data,13,1384.6153846153845,12+ yrs,1
Manual,2005,55000,Individual,0.57,0,0.2,Petrol,car_prediction_data,21,2619.0476190476193,12+ yrs,1
Manual,2008,60000,Individual,0.75,0,0.2,Petrol,car_prediction_data,18,3333.3333333333335,12+ yrs,1
Manual,2012,25000,Individual,0.57,1,0.2,Petrol,car_prediction_data,14,1785.7142857142858,12+ yrs,0
Manual,2007,49000,Individual,0.75,1,0.2,Petrol,car_prediction_data,19,2578.9473684210525,12+ yrs,0
Manual,2013,24000,Individual,0.65,1,0.2,Petrol,car_prediction_data,13,1846.1538461538462,12+ yrs,0
Manual,2008,50000,Individual,0.787,0,0.2,Petrol,car_prediction_data,18,2777.777777777778,12+ yrs,1
Manual,2015,35000,Individual,0.32,0,0.18,Petrol,car_prediction_data,11,3181.818181818182,8-12 yrs,1
Automatic,2008,500000,Individual,0.52,0,0.17,Petrol,car_prediction_data,18,27777.777777777777,12+ yrs,1
Manual,2010,33000,Individual,0.51,0,0.16,Petrol,car_prediction_data,16,2062.5,12+ yrs,1
Manual,2011,35000,Individual,0.57,1,0.15,Petrol,car_prediction_data,15,2333.3333333333335,12+ yrs,0
Manual,2007,53000,Individual,0.58,0,0.12,Petrol,car_prediction_data,19,2789.4736842105262,12+ yrs,1
Manual,2006,92233,Individual,0.75,0,0.1,Petrol,car_prediction_data,20,4611.65,12+ yrs,1
Manual,2010,58000,Dealer,6.79,1,3.25,Diesel,car_prediction_data,16,3625.0,12+ yrs,0
Manual,2015,28200,Dealer,5.7,0,4.4,Petrol,car_prediction_data,11,2563.6363636363635,8-12 yrs,1
Manual,2011,53460,Dealer,4.6,0,2.95,Petrol,car_prediction_data,15,3564.0,12+ yrs,1
Manual,2015,28282,Dealer,4.43,0,2.75,Petrol,car_prediction_data,11,2571.090909090909,8-12 yrs,1
Manual,2016,3493,Dealer,5.7,1,5.25,Petrol,car_prediction_data,10,349.3,8-12 yrs,0
Manual,2017,12479,Dealer,7.13,0,5.75,Petrol,car_prediction_data,9,1386.5555555555557,8-12 yrs,1
Automatic,2015,34797,Dealer,5.7,0,5.15,Petrol,car_prediction_data,11,3163.3636363636365,8-12 yrs,1
Manual,2017,3435,Dealer,8.1,0,7.9,Petrol,car_prediction_data,9,381.6666666666667,8-12 yrs,1
Manual,2015,21125,Dealer,5.7,0,4.85,Diesel,car_prediction_data,11,1920.4545454545455,8-12 yrs,1
Manual,2012,35775,Dealer,4.6,0,3.1,Petrol,car_prediction_data,14,2555.3571428571427,12+ yrs,1
Manual,2015,43535,Dealer,14.79,0,11.75,Diesel,car_prediction_data,11,3957.7272727272725,8-12 yrs,1
Manual,2016,22671,Dealer,13.6,0,11.25,Petrol,car_prediction_data,10,2267.1,8-12 yrs,1
Manual,2011,31604,Dealer,6.79,0,2.9,Petrol,car_prediction_data,15,2106.9333333333334,12+ yrs,1
Manual,2017,20114,Dealer,5.7,0,5.25,Petrol,car_prediction_data,9,2234.8888888888887,8-12 yrs,1
Manual,2012,36100,Dealer,9.4,0,4.5,Petrol,car_prediction_data,14,2578.5714285714284,12+ yrs,1
Manual,2016,12500,Dealer,4.43,0,2.9,Petrol,car_prediction_data,10,1250.0,8-12 yrs,1
Manual,2016,15000,Dealer,4.43,0,3.15,Petrol,car_prediction_data,10,1500.0,8-12 yrs,1
Manual,2014,45078,Dealer,9.4,0,6.45,Petrol,car_prediction_data,12,3756.5,8-12 yrs,1
Manual,2012,36000,Dealer,9.4,0,4.5,Petrol,car_prediction_data,14,2571.4285714285716,12+ yrs,1
Manual,2017,38488,Dealer,4.43,0,3.5,Petrol,car_prediction_data,9,4276.444444444444,8-12 yrs,1
Automatic,2013,32000,Dealer,6.79,0,4.5,Petrol,car_prediction_data,13,2461.5384615384614,12+ yrs,1
Manual,2014,77632,Dealer,7.6,0,6.0,Diesel,car_prediction_data,12,6469.333333333333,8-12 yrs,1
Manual,2015,61381,Dealer,9.4,0,8.25,Diesel,car_prediction_data,11,5580.090909090909,8-12 yrs,1
Automatic,2013,36198,Dealer,9.4,0,5.11,Petrol,car_prediction_data,13,2784.4615384615386,12+ yrs,1
Manual,2011,22517,Dealer,4.6,0,2.7,Petrol,car_prediction_data,15,1501.1333333333334,12+ yrs,1
Manual,2015,24678,Dealer,5.7,0,5.25,Petrol,car_prediction_data,11,2243.4545454545455,8-12 yrs,1
Manual,2011,57000,Dealer,4.43,0,2.55,Petrol,car_prediction_data,15,3800.0,12+ yrs,1
Manual,2012,60000,Dealer,9.4,0,4.95,Diesel,car_prediction_data,14,4285.714285714285,12+ yrs,1
Manual,2012,52132,Dealer,6.79,0,3.1,Diesel,car_prediction_data,14,3723.714285714286,12+ yrs,1
Manual,2013,45000,Dealer,9.4,0,6.15,Diesel,car_prediction_data,13,3461.5384615384614,12+ yrs,1
Manual,2017,15001,Dealer,9.4,0,9.25,Petrol,car_prediction_data,9,1666.7777777777778,8-12 yrs,1
Automatic,2015,12900,Dealer,14.79,0,11.45,Petrol,car_prediction_data,11,1172.7272727272727,8-12 yrs,1
Manual,2013,53000,Dealer,5.7,0,3.9,Diesel,car_prediction_data,13,4076.923076923077,12+ yrs,1
Manual,2015,4492,Dealer,5.7,0,5.5,Petrol,car_prediction_data,11,408.3636363636364,8-12 yrs,1
Manual,2017,15141,Dealer,9.4,0,9.1,Petrol,car_prediction_data,9,1682.3333333333333,8-12 yrs,1
Manual,2016,11849,Dealer,4.43,0,3.1,Petrol,car_prediction_data,10,1184.9,8-12 yrs,1
Manual,2015,68000,Dealer,13.6,0,11.25,Diesel,car_prediction_data,11,6181.818181818182,8-12 yrs,1
Manual,2013,60241,Dealer,9.4,0,4.8,Petrol,car_prediction_data,13,4633.923076923077,12+ yrs,1
Manual,2012,23709,Dealer,4.43,0,2.0,Petrol,car_prediction_data,14,1693.5,12+ yrs,1
Manual,2012,32322,Dealer,9.4,0,5.35,Diesel,car_prediction_data,14,2308.714285714286,12+ yrs,1
Manual,2015,35866,Dealer,7.13,1,4.75,Petrol,car_prediction_data,11,3260.5454545454545,8-12 yrs,0
Manual,2014,34000,Dealer,7.13,0,4.4,Petrol,car_prediction_data,12,2833.3333333333335,8-12 yrs,1
Manual,2016,7000,Dealer,7.6,0,6.25,Petrol,car_prediction_data,10,700.0,8-12 yrs,1
Manual,2013,49000,Dealer,9.4,0,5.95,Diesel,car_prediction_data,13,3769.230769230769,12+ yrs,1
Manual,2012,71000,Dealer,9.4,0,5.2,Diesel,car_prediction_data,14,5071.428571428572,12+ yrs,1
